;;;;;;;h;h;MW/m2;MW/m2;MW/m2;m2;m2;m2;m2;;;;Mapping;;;
ID;NASA_Lat;NASA_Long;DEC_Lat;DEC_Long;CNTR_ID;class;VLH_wind;VLH_pv;a_spec_pv_r;a_spec_pv_u;a_spec_won;pv_area;wind_area;both_area;all_area;wind_wvlh;pv_wvlh;lu_not;_id1;_c;_id2;_won23
Lat263Lon287;263;287;41,5;-0,625;ES;3;3289,15378;1232,860903;0,00025216;0,000246998;1,79329E-05;106786816;90424320;42198016;239409152;0,007538228;0,005847542;1;Lat263Lon287;ES;Lat263Lon287;Won_3
Lat263Lon288;263;288;41,5;0;ES;3;2965,81464;1236,825371;0,000251352;0,000246206;1,9888E-05;7750656;239409152;30141440;277301248;0,006797185;0,005866345;1;Lat263Lon288;ES;Lat263Lon288;Won_3
Lat263Lon289;263;289;41,5;0,625;ES;3;2545,40707;1233,722058;0,000251984;0,000246826;2,31727E-05;54254592;301414400;8611840;364280832;0,005833676;0,005851626;1;Lat263Lon289;ES;Lat263Lon289;Won_3
Lat263Lon290;263;290;41,5;1,25;ES;3;2248,93454;1227,067878;0,00025335;0,000248164;2,62275E-05;44781568;428008448;4305920;477095936;0,005154207;0,005820065;1;Lat263Lon290;ES;Lat263Lon290;Won_3
Lat263Lon291;263;291;41,5;1,875;ES;3;1854,30556;1220,637426;0,000254685;0,000249472;3,18092E-05;522738688;768176128;12917760;1303832576;0,004249779;0,005789565;1;Lat263Lon291;ES;Lat263Lon291;Won_3
Lat263Lon309;263;309;41,5;13,125;IT;3;1452,79018;1209,860783;0,000256954;0,000251694;4,06005E-05;130038784;93007872;17223680;240270336;0,008221324;0,00982277;1;Lat263Lon309;IT;Lat263Lon309;Won_3
Lat263Lon310;263;310;41,5;13,75;IT;3;1202,82224;1202,482799;0,00025853;0,000253238;4,9038E-05;68033536;310887424;73200640;452121600;0,006806758;0,009762869;1;Lat263Lon310;IT;Lat263Lon310;Won_3
Lat263Lon311;263;311;41,5;14,375;IT;3;1867,07249;1195,665391;0,000260004;0,000254682;3,15917E-05;43920384;353946624;17223680;415090688;0,010565744;0,009707519;1;Lat263Lon311;IT;Lat263Lon311;Won_3
Lat263Lon312;263;312;41,5;15;IT;3;2205,919864;1180,853148;0,000263266;0,000257877;2,6739E-05;32724992;183432192;4305920;220463104;0,012483277;0,009587259;1;Lat263Lon312;IT;Lat263Lon312;Won_3
Lat263Lon313;263;313;41,5;15,625;IT;3;2190,23008;1193,521118;0,000260471;0,000255139;2,69305E-05;79228928;9473024;8611840;97313792;0,012394489;0,009690109;1;Lat263Lon313;IT;Lat263Lon313;Won_3
Lat264Lon274;264;274;42;-8,75;ES;3;2466,69399;1173,383242;0,000264942;0,000259518;2,39122E-05;113676288;616607744;35308544;765592576;0,005653278;0,005565435;1;Lat264Lon274;ES;Lat264Lon274;Won_3
Lat264Lon275;264;275;42;-8,125;ES;3;1720,21407;1159,247632;0,000268172;0,000262683;3,42888E-05;8611840;500347904;53393408;562353152;0,003942463;0,005498389;1;Lat264Lon275;ES;Lat264Lon275;Won_3
Lat264Lon276;264;276;42;-7,5;ES;3;2137,27812;1188,59751;0,00026155;0,000256196;2,75977E-05;23251968;644165632;61144064;728561664;0,004898308;0,005637597;1;Lat264Lon276;ES;Lat264Lon276;Won_3
Lat264Lon277;264;277;42;-6,875;ES;3;2499,20896;1204,776031;0,000258038;0,000252756;2,36011E-05;17223680;269550592;71478272;358252544;0,005727797;0,005714333;1;Lat264Lon277;ES;Lat264Lon277;Won_3
Lat264Lon278;264;278;42;-6,25;ES;3;2892,86982;1231,435286;0,000252452;0,000247284;2,03894E-05;2583552;717366272;202378240;922328064;0,006630007;0,00584078;1;Lat264Lon278;ES;Lat264Lon278;Won_3
Lat264Lon279;264;279;42;-5,625;ES;3;3012,5808;1247,285579;0,000249244;0,000244142;1,95792E-05;36169728;542545920;31002624;609718272;0,006904366;0,005915959;1;Lat264Lon279;ES;Lat264Lon279;Won_3
Lat264Lon280;264;280;42;-5;ES;3;3033,86085;1248,818995;0,000248938;0,000243842;1,94419E-05;17223680;81812480;17223680;116259840;0,006953136;0,005923232;1;Lat264Lon280;ES;Lat264Lon280;Won_3
Lat264Lon281;264;281;42;-4,375;ES;3;3132,54606;1246,614835;0,000249378;0,000244273;1,88294E-05;55976960;292802560;58560512;407340032;0,007179307;0,005912777;1;Lat264Lon281;ES;Lat264Lon281;Won_3
Lat264Lon282;264;282;42;-3,75;ES;3;3120,34422;1235,251562;0,000251672;0,00024652;1,8903E-05;13778944;475373568;102480896;591633408;0,007151343;0,005858881;1;Lat264Lon282;ES;Lat264Lon282;Won_3
Lat264Lon283;264;283;42;-3,125;ES;3;2671,47983;1221,226712;0,000254562;0,000249351;2,20791E-05;861184;1017919488;130038784;1148819456;0,006122615;0,00579236;1;Lat264Lon283;ES;Lat264Lon283;Won_3
Lat264Lon284;264;284;42;-2,5;ES;3;2802,3953;1223,331827;0,000254124;0,000248922;2,10477E-05;11195392;584743936;231658496;827597824;0,006422653;0,005802344;1;Lat264Lon284;ES;Lat264Lon284;Won_3
Lat264Lon285;264;285;42;-1,875;ES;3;3103,84259;1221,815018;0,00025444;0,000249231;1,90035E-05;55115776;381504512;143817728;580438016;0,007113524;0,00579515;1;Lat264Lon285;ES;Lat264Lon285;Won_3
Lat264Lon286;264;286;42;-1,25;ES;3;3165,0377;1223,174756;0,000254157;0,000248954;1,86361E-05;47365120;170514432;113676288;331555840;0,007253773;0,005801599;1;Lat264Lon286;ES;Lat264Lon286;Won_3
Lat264Lon287;264;287;42;-0,625;ES;3;2966,44718;1224,312105;0,000253921;0,000248723;1,98837E-05;36169728;203239424;46503936;285913088;0,006798635;0,005806994;1;Lat264Lon287;ES;Lat264Lon287;Won_3
Lat264Lon288;264;288;42;0;ES;3;2282,46071;1219,817775;0,000254856;0,000249639;2,58423E-05;18946048;326388736;18084864;363419648;0,005231044;0,005785677;1;Lat264Lon288;ES;Lat264Lon288;Won_3
Lat264Lon289;264;289;42;0,625;ES;3;1680,81149;1224,77919;0,000253824;0,000248628;3,50926E-05;18084864;649332736;21529600;688947200;0,003852158;0,005809209;1;Lat264Lon289;ES;Lat264Lon289;Won_3
Lat264Lon290;264;290;42;1,25;ES;3;1667,80528;1223,86658;0,000254013;0,000248813;3,53662E-05;16362496;688947200;7750656;713060352;0,00382235;0,005804881;1;Lat264Lon290;ES;Lat264Lon290;Won_3
Lat264Lon291;264;291;42;1,875;ES;3;1560,12414;1202,006815;0,000258633;0,000253338;3,78072E-05;48226304;1302110208;18084864;1368421376;0,003575561;0,005701199;1;Lat264Lon291;ES;Lat264Lon291;Won_3
Lat264Lon292;264;292;42;2,5;ES;3;1672,76895;1153,942521;0,000269405;0,00026389;3,52613E-05;115398656;1198768128;20668416;1334835200;0,003833726;0,005473226;1;Lat264Lon292;ES;Lat264Lon292;Won_3
Lat264Lon293;264;293;42;3,125;ES;3;2826,34585;1208,296142;0,000257286;0,00025202;2,08693E-05;78367744;399589376;4305920;482263040;0,006477544;0,005731029;1;Lat264Lon293;ES;Lat264Lon293;Won_3
Lat264Lon302;264;302;42;8,75;FR;3;1971,01838;1222,394916;0,000254319;0,000249113;2,99256E-05;26696704;171375616;16362496;214434816;0,003584281;0,005328199;1;Lat264Lon302;FR;Lat264Lon302;Won_3
Lat264Lon303;264;303;42;9,375;FR;3;2054,96817;1218,283577;0,000255177;0,000249954;2,87031E-05;1722368;129177600;12056576;142956544;0,003736943;0,005310278;1;Lat264Lon303;FR;Lat264Lon303;Won_3
Lat264Lon308;264;308;42;12,5;IT;3;2093,84689;1205,09292;0,00025797;0,000252689;2,81702E-05;553741312;136928256;24113152;714782720;0,011849058;0,00978406;1;Lat264Lon308;IT;Lat264Lon308;Won_3
Lat264Lon309;264;309;42;13,125;IT;3;1316,74877;1193,827644;0,000260405;0,000255074;4,47952E-05;33586176;465039360;39614464;538240000;0,007451467;0,009692598;1;Lat264Lon309;IT;Lat264Lon309;Won_3
Lat264Lon310;264;310;42;13,75;IT;3;1292,08004;1199,536345;0,000259165;0,00025386;4,56504E-05;31863808;87840768;51671040;171375616;0,007311867;0,009738946;1;Lat264Lon310;IT;Lat264Lon310;Won_3
Lat264Lon311;264;311;42;14,375;IT;3;1813,57564;1180,311675;0,000263386;0,000257995;3,25236E-05;42198016;214434816;34447360;291080192;0,010263005;0,009582863;1;Lat264Lon311;IT;Lat264Lon311;Won_3
Lat265Lon274;265;274;42,5;-8,75;ES;3;2453,81218;1166,148072;0,000266585;0,000261128;2,40377E-05;55976960;746646528;20668416;823291904;0,005623755;0,005531118;1;Lat265Lon274;ES;Lat265Lon274;Won_3
Lat265Lon275;265;275;42,5;-8,125;ES;3;1895,51731;1139,517376;0,000272816;0,000267231;3,11176E-05;33586176;1127289856;36169728;1197045760;0,00434423;0,005404807;1;Lat265Lon275;ES;Lat265Lon275;Won_3
Lat265Lon276;265;276;42,5;-7,5;ES;3;1855,57312;1177,257368;0,00026407;0,000258664;3,17875E-05;16362496;913716224;4305920;934384640;0,004252684;0,00558381;1;Lat265Lon276;ES;Lat265Lon276;Won_3
Lat265Lon277;265;277;42,5;-6,875;ES;3;1937,67569;1193,433376;0,000260491;0,000255158;3,04406E-05;31863808;475373568;86118400;593355776;0,004440851;0,005660534;1;Lat265Lon277;ES;Lat265Lon277;Won_3
Lat265Lon278;265;278;42,5;-6,25;ES;3;2415,04206;1226,79841;0,000253406;0,000248219;2,44236E-05;29280256;970554368;201517056;1201351680;0,0055349;0,005818787;1;Lat265Lon278;ES;Lat265Lon278;Won_3
Lat265Lon279;265;279;42,5;-5,625;ES;3;2704,97347;1233,594323;0,00025201;0,000246851;2,18058E-05;98174976;529628160;165347328;793150464;0,006199378;0,00585102;1;Lat265Lon279;ES;Lat265Lon279;Won_3
Lat265Lon280;265;280;42,5;-5;ES;3;2859,55139;1240,956488;0,000250515;0,000245387;2,0627E-05;11195392;835348480;80951296;927495168;0,006553646;0,005885939;1;Lat265Lon280;ES;Lat265Lon280;Won_3
Lat265Lon281;265;281;42,5;-4,375;ES;3;3092,22046;1242,514573;0,000250201;0,000245079;1,9075E-05;5167104;503792640;70617088;579576832;0,007086887;0,00589333;1;Lat265Lon281;ES;Lat265Lon281;Won_3
Lat265Lon282;265;282;42,5;-3,75;ES;3;3292,31566;1228,49946;0,000253055;0,000247875;1,79157E-05;55976960;382365696;459872256;898214912;0,007545474;0,005826855;1;Lat265Lon282;ES;Lat265Lon282;Won_3
Lat265Lon283;265;283;42,5;-3,125;ES;3;2971,84828;1217,398495;0,000255363;0,000250135;1,98476E-05;30141440;391838720;52532224;474512384;0,006811013;0,005774202;1;Lat265Lon283;ES;Lat265Lon283;Won_3
Lat265Lon284;265;284;42,5;-2,5;ES;3;2542,05141;1202,531342;0,00025852;0,000253228;2,32033E-05;70617088;436620288;45642752;552880128;0,005825986;0,005703686;1;Lat265Lon284;ES;Lat265Lon284;Won_3
Lat265Lon285;265;285;42,5;-1,875;ES;3;2806,10244;1211,236774;0,000256662;0,000251408;2,10199E-05;63727616;279884800;40475648;384088064;0,006431149;0,005744977;1;Lat265Lon285;ES;Lat265Lon285;Won_3
Lat265Lon286;265;286;42,5;-1,25;ES;3;3145,69904;1215,202808;0,000255824;0,000250587;1,87507E-05;14640128;659666944;29280256;703587328;0,007209452;0,005763788;1;Lat265Lon286;ES;Lat265Lon286;Won_3
Lat265Lon287;265;287;42,5;-0,625;ES;3;2619,95356;1228,767947;0,000253;0,000247821;2,25134E-05;6028288;652777472;57699328;716505088;0,006004525;0,005828128;1;Lat265Lon287;ES;Lat265Lon287;Won_3
Lat265Lon288;265;288;42,5;0;ES;3;1952,14834;1237,177348;0,00025128;0,000246136;3,02149E-05;0;375476224;32724992;408201216;0,00447402;0,005868015;1;Lat265Lon288;ES;Lat265Lon288;Won_3
Lat265Lon289;265;289;42,5;0,625;ES;3;1668,86486;1238,814198;0,000250948;0,000245811;3,53438E-05;861184;207545344;24974336;233380864;0,003824778;0,005875778;1;Lat265Lon289;ES;Lat265Lon289;Won_3
Lat265Lon290;265;290;42,5;1,25;ES;3;1755,82146;1241,087855;0,000250488;0,000245361;3,35934E-05;2583552;109370368;7750656;119704576;0,004024069;0,005886563;1;Lat265Lon290;ES;Lat265Lon290;Won_3
Lat265Lon291;265;291;42,5;1,875;FR;3;2033,71054;1222,527559;0,000254291;0,000249086;2,90031E-05;7750656;66311168;18946048;93007872;0,003698286;0,005328777;1;Lat265Lon291;FR;Lat265Lon291;Won_3
Lat265Lon292;265;292;42,5;2,5;FR;3;2170,17929;1198,318426;0,000259429;0,000254118;2,71793E-05;38753280;445232128;25835520;509820928;0,003946453;0,005223254;1;Lat265Lon292;FR;Lat265Lon292;Won_3
Lat265Lon293;265;293;42,5;3,125;FR;2;2878,95998;1213,936833;0,000256091;0,000250849;2,0488E-05;137789440;158457856;4305920;300553216;0,005235365;0,005291332;1;Lat265Lon293;FR;Lat265Lon293;Won_2
Lat265Lon302;265;302;42,5;8,75;FR;3;2158,69876;1206,333551;0,000257705;0,00025243;2,73239E-05;6889472;9473024;44781568;61144064;0,003925576;0,00525819;1;Lat265Lon302;FR;Lat265Lon302;Won_3
Lat265Lon303;265;303;42,5;9,375;FR;3;1727,3955;1208,756205;0,000257188;0,000251924;3,41462E-05;27557888;146401280;92146688;266105856;0,003141255;0,00526875;1;Lat265Lon303;FR;Lat265Lon303;Won_3
Lat265Lon306;265;306;42,5;11,25;IT;3;2562,9277;1212,691464;0,000256354;0,000251106;2,30143E-05;9473024;319499264;1722368;330694656;0,014503581;0,009845752;1;Lat265Lon306;IT;Lat265Lon306;Won_3
Lat265Lon307;265;307;42,5;11,875;IT;3;2469,78746;1187,177484;0,000261863;0,000256503;2,38822E-05;43920384;501209088;6028288;551157760;0,013976501;0,009638606;1;Lat265Lon307;IT;Lat265Lon307;Won_3
